CompName,CompBirth,CompLiving,CompNation,CompGender,CompCald,CompFn,WorkTitle,WorkLength,WorkYear,WorkAp,WorkWp,WorkInst
Ludwig van Beethoven,1770,N,German,M,N,N,Egmont: Overture,8,1787,N,N,Orchestra
Wolfgang Amadeus Mozart,1756,N,Austrian,M,N,N,Violin Concerto No.5 ‘Turkish’,26,1775,N,N,Orchestra with violin
Edward Elgar,1857,N,English,M,N,N,Enigma Variations,31,1899,N,N,Orchestra
