CompName,CompBirth,CompLiving,CompNation,CompGender,CompCald,CompFn,WorkTitle,WorkLength,WorkYear,WorkAp,WorkWp,WorkInst
Richard Wagner,1813,N,German,M,N,N,Die Feen: Overture,10,1834,N,N,Orchestra
Wolfgang Amadeus Mozart,1756,N,Austrian,M,N,N,Sinfonia Concertante,30,1779,N,N,Orchestra
Pyotr Ilyich Tchaikovsky,1840,N,Russian,M,N,N,The Nutcracker Act II,45,1892,N,N,Orchestra
