CompName,CompBirth,CompLiving,CompNation,CompGender,CompCald,CompFn,WorkTitle,WorkLength,WorkYear,WorkAp,WorkWp,WorkInst
Leonard Bernstein,1918,N,American,M,N,N,"On the Town, Three Dance Episodes",5,1945,N,N,Orchestra
Florence Price,1887,N,American,F,N,N,Piano Concerto,18,1934,N,N,Orchestra with piano
George Gershwin,1898,N,American,M,N,N,Rhapsody in Blue,16,1924,N,N,Orchestra
Ludwig van Beethoven,1770,N,German,M,N,N,Symphony No 7,32,1812,N,N,Orchestra
