SeriesID,SeriesName,SeriesDate,SeriesPerfs,SeriesVenue,SeriesEd,SeriesInt
MV2019001,Natalie Clein & Katya Apekisheva,2019-03,9,Various cities,N,Y
MV2019002,Doric String Quartet,2019-06,8,Various cities,N,Y
MV2019003,"The Choir of King’s College, Cambridge",2019-07,9,Various cities,N,Y
MV2019004,Emerson String Quartet,2019-09,9,Various cities,N,Y
MV2019005,Nevermind,2019-10,9,Various cities,N,Y
MV2019006,Skride Piano Quartet,2019-11,8,Various cities,N,Y
