CompName,CompBirth,CompLiving,CompNation,CompGender,CompCald,CompFn,WorkTitle,WorkLength,WorkYear,WorkAp,WorkWp,WorkInst
Johannes Brahms,1833,N,German,M,N,N,Piano Concerto No 1,47,1858,N,N,Piano and orchestra
Johannes Brahms,1833,N,German,M,N,N,Symphony No 2,40,1877,N,N,Orchestra
