CompName,CompBirth,CompLiving,CompNation,CompGender,CompCald,CompFn,WorkTitle,WorkLength,WorkYear,WorkAp,WorkWp,WorkInst
Ottorino Respighi,1879,N,Italian,M,N,N,Pines of Rome,23,1924,N,N,Orchestra
Ottorino Respighi,1879,N,Italian,M,N,N,Rossiniana,21,1925,N,N,Orchestra
Pyotr Ilyich Tchaikovsky,1840,N,Russian,M,N,N,The Nutcracker (selections),30,1982,N,N,Orchestra
