CompName,CompBirth,CompLiving,CompNation,CompGender,CompCald,CompFn,WorkTitle,WorkLength,WorkYear,WorkAp,WorkWp,WorkInst
Paul Dukas,1865,N,French,M,N,N,The Sorcerer’s Apprentice,10,1897,N,N,Orchestra
Alexander Glazunov,1865,N,Russian,M,N,N,Violin Concerto,20,1904,N,N,Orchestra and violin
Sergei Rachmaninoff,1873,N,Russian,M,N,N,Symphony No.2,53,1906,N,N,Orchestra
