CompName,CompBirth,CompLiving,CompNation,CompGender,CompCald,CompFn,WorkTitle,WorkLength,WorkYear,WorkAp,WorkWp,WorkInst
Ludwig van Beethoven,1770,N,German,M,N,N,"Sextet in E flat, Op.71",19,1796,N,N,Wind sextet
Johannes Brahms,1833,N,German,M,N,N,"Piano Quintet in F minor, Op.34",44,1864,N,N,Piano quintet
