CompName,CompBirth,CompLiving,CompNation,CompGender,CompCald,CompFn,WorkTitle,WorkLength,WorkYear,WorkAp,WorkWp,WorkInst
Melody Eštvšs,1984,Y,Australian,F,Y,N,Hidden Wiring,5,2020,Y,Y,Orchestra
Ludwig van Beethoven,1770,N,German,M,N,N,"Triple Concerto for Violin, Cello and Piano ",43,1803,N,N,Orchestra
Dmitri Shostakovich,1906,N,Russian,M,N,N,Symphony No.5 in D minor,43,1937,N,N,Orchestra
