CompName,CompBirth,CompLiving,CompNation,CompGender,CompCald,CompFn,WorkTitle,WorkLength,WorkYear,WorkAp,WorkWp,WorkInst
Maurice Ravel,1875,N,French,M,N,N,Rapsodie espagnol,15,1908,N,N,Orchestra
Edvard Grieg,1843,N,Norwegian,M,N,N,Piano Concerto in A minor,32,1868,N,N,Orchestra and piano
Pyotr Ilyich Tchaikovsky,1840,N,Russian,M,N,N,Symphony No. 5 in E minor,45,1888,N,N,Orchestra
