CompName,CompBirth,CompLiving,CompNation,CompGender,CompCald,CompFn,WorkTitle,WorkLength,WorkYear,WorkAp,WorkWp,WorkInst
Alberto Ginastera,1916,N,Argentine,M,N,N,Concerto for Harp and Orchestra,25,1956,N,N,Orchestra and harp
Sergei Prokofiev,1891,N,Russian,M,N,N,Romeo and Juliet Suite,28,1938,N,N,Orchestra
