CompName,CompBirth,CompLiving,CompNation,CompGender,CompCald,CompFn,WorkTitle,WorkLength,WorkYear,WorkAp,WorkWp,WorkInst
Elena Kats-Chernin,1957,Y,Australian,F,Y,N,Excerpts from Wild Swans Suite,8,2002,N,N,Orchestra
Johann Strauss II,1825,N,Austrian,M,N,N,Die Fledermaus Overture,9,1851,N,N,Orchestra
