CompName,CompBirth,CompLiving,CompNation,CompGender,CompCald,CompFn,WorkTitle,WorkLength,WorkYear,WorkAp,WorkWp,WorkInst
Carlos Chávez,1899,N,Mexican,M,N,N,Sinfonia india (Symphony No. 2),11,1935,N,N,Orchestra and guitar
Yamandu Costa,1980,Y,Brazilian,M,N,N,Concerto Fronteira,7,2013,N,N,Orchestra and guitar
Heitor Villa-Lobos,1887,N,Brazilian,M,N,N,Bachianas Brasilieras No. 7,28,1945,N,N,Orchestra and guitar
José Pablo Moncayo,1912,N,Mexican,M,N,N,Huapango,11,1941,N,N,Orchestra and guitar
