CompName,CompBirth,CompLiving,CompNation,CompGender,CompCald,CompFn,WorkTitle,WorkLength,WorkYear,WorkAp,WorkWp,WorkInst
Georg Philipp Telemann,1681,N,German,M,N,N,"Concerto for 4 Violins in G Major, TWV40:201",7,1920,N,N,Chamber orchestra
Georg Philipp Telemann,1681,N,German,M,N,N,Water Music,23,1723,N,N,Chamber orchestra
Antonio Vivaldi,1678,N,Italian,M,N,N,"The Four Seasons, Op. 8",43,1717,N,N,Chamber orchestra
