CompName,CompBirth,CompLiving,CompNation,CompGender,CompCald,CompFn,WorkTitle,WorkLength,WorkYear,WorkAp,WorkWp,WorkInst
Bela Bartók,1881,N,Hungarian,M,N,N,Sonata for Two Pianos and Percussion,27,1937,N,N,Chamber orchestra
Leonard Bernstein,1918,N,American,M,N,N,Symphonic Dances from West Side Story (arr. Musto / Cossom),23,1960,N,N,Chamber orchestra
