CompName,CompBirth,CompLiving,CompNation,CompGender,CompCald,CompFn,WorkTitle,WorkLength,WorkYear,WorkAp,WorkWp,WorkInst
Dmitri Shostakovich,1906,N,Russian,M,N,N,Jazz Suite No.1,8,1934,N,N,Chamber ensemble
Melissa Douglas,1992,Y,Australian,F,N,N,Shifting (World Premiere),10,2019,Y,Y,Chamber ensemble
Darius Milhaud ,1892,N,French,M,N,N,"IV: Introduction et Final Suite for Clarinet, Violin and Piano",5,1936,N,N,Chamber ensemble
