SeriesID,SeriesName,SeriesDate,SeriesPerfs,SeriesVenue,SeriesEd,SeriesInt
ABO2019001,The Brandenburg Concertos,2019-03,8,Various cities,N,Y
ABO2019002,English Baroque with Circa,2019-05,9,Various cities,N,Y
ABO2019003,Handel’s Anthems & Fireworks,2019-07,9,Various cities,N,Y
ABO2019004,Next Generation Baroque,2019-09,8,Various cities,N,Y
ABO2019005,The Four Seasons,2019-11,8,Various cities,N,Y
