CompName,CompBirth,CompLiving,CompNation,CompGender,CompCald,CompFn,WorkTitle,WorkLength,WorkYear,WorkAp,WorkWp,WorkInst
Franz Xaver Gruber,1787,N,German,M,N,N,Stille Nacht,5,1818,N,N,Chamber Orchestra
Giovanni Pierluigi da Palestrina,1525,N,Italian,M,N,N,‘Kyrie’ from Missa Gabriel Archangelus ,5,1554,N,N,Chamber Orchestra
