CompName,CompBirth,CompLiving,CompNation,CompGender,CompCald,CompFn,WorkTitle,WorkLength,WorkYear,WorkAp,WorkWp,WorkInst
Jabra Latham,1980,Y,Australian,M,Y,N,Three Movements from Images of Tasmania,18,2021,N,N,Chamber ensemble
Johannes Brahms,1833,N,German,M,N,N,Quintet for Clarinet and Strings,37,1891,N,N,Chamber ensemble
