CompName,CompBirth,CompLiving,CompNation,CompGender,CompCald,CompFn,WorkTitle,WorkLength,WorkYear,WorkAp,WorkWp,WorkInst
Hugo Wolf,1860,N,Austrian,M,N,N,Italian Serenade,7,1887,N,N,Orchestra
Giovanni Bottesini,1821,N,Italian,M,N,N,Gran Duo Concertante,14,1880,N,N,Orchestra
Ottorino Respighi,1879,N,Italian,M,N,N,Pines of Rome,20,1924,N,N,Orchestra
