CompName,CompBirth,CompLiving,CompNation,CompGender,CompCald,CompFn,WorkTitle,WorkLength,WorkYear,WorkAp,WorkWp,WorkInst
Maurice Durufl̩,1902,N,French,M,N,N,Requiem,41,1959,N,N,Orchestra and choir
Johann Sebastian Bach,1685,N,German,M,N,N,Easter Oratorio,52,1725,N,N,Orchestra and choir
