CompName,CompBirth,CompLiving,CompNation,CompGender,CompCald,CompFn,WorkTitle,WorkLength,WorkYear,WorkAp,WorkWp,WorkInst
Gioachino Rossini,1792,N,Italian,M,N,N,The Thieving Magpie: Overture,10,1817,N,N,Orchestra
Maurice Ravel,1875,N,French,M,N,N,Mother Goose: Suite,18,1908,N,N,Orchestra
Pyotr Ilyich Tchaikovsky,1840,N,Russian,M,N,N,Swan Lake: Suite,30,1882,N,N,Orchestra
