CompName,CompBirth,CompLiving,CompNation,CompGender,CompCald,CompFn,WorkTitle,WorkLength,WorkYear,WorkAp,WorkWp,WorkInst
Ludwig van Beethoven,1770,N,German,M,N,N,"String Quartet in E minor, ‘Razumovsky’",36,1808,N,N,String Quartet
Johannes Brahms,1833,N,German,M,N,N,String Quintet in G,25,1890,N,N,String Quintet
