CompName,CompBirth,CompLiving,CompNation,CompGender,CompCald,CompFn,WorkTitle,WorkLength,WorkYear,WorkAp,WorkWp,WorkInst
Richard Strauss,1864,N,German,M,N,N,Also sprach Zarathustra,33,1896,N,N,Orchestra
Nigel Westlake,1958,Y,Australian,M,N,N,Spirit of the Wild,21,2016,N,N,Orchestra with oboe
Percy Grainger,1882,N,American,M,N,N,The Warriors,19,1956,N,N,Orchestra
