CompName,CompBirth,CompLiving,CompNation,CompGender,CompCald,CompFn,WorkTitle,WorkLength,WorkYear,WorkAp,WorkWp,WorkInst
Antonio Vivaldi,1678,N,Italian,M,N,N,The Four Seasons,37,1725,N,N,Chamber orchestra
Astor Piazzolla,1921,N,Argentien,M,N,N,Las cuatro estaciones porte–as,25,1964,N,N,Chamber orchestra
