CompName,CompBirth,CompLiving,CompNation,CompGender,CompCald,CompFn,WorkTitle,WorkLength,WorkYear,WorkAp,WorkWp,WorkInst
Anne Cawrse,1981,Y,Australian,F,N,N,The Rest is Silence,16,2021,Y,Y,Orchestra
Joseph Haydn,1732,N,Austrian,M,N,N,Symphony No 96 Miracle,23,1791,N,N,Orchestra
