CompName,CompBirth,CompLiving,CompNation,CompGender,CompCald,CompFn,WorkTitle,WorkLength,WorkYear,WorkAp,WorkWp,WorkInst
Andrew Norman,1979,Y,American,M,N,N,Gran Turismo,8,2004,Y,N,Chamber orchestra
Johannes Brahms,1833,N,German,M,N,N,"Concerto for Violin and Cello in A minor, Op.102",34,1887,N,N,Chamber orchestra
Antonín Dvor?ák,1841,N,Czech,M,N,N,"Symphony No.8 in G major, Op.88",36,1889,N,N,Chamber orchestra
