CompName,CompBirth,CompLiving,CompNation,CompGender,CompCald,CompFn,WorkTitle,WorkLength,WorkYear,WorkAp,WorkWp,WorkInst
Elena Kats-Chernin,1957,Y,Australian,F,Y,N,Big Rhap,10,2017,N,N,Orchestra
Samuel Barber,1910,N,American,M,N,N,Knoxville: Summer of 1915,15,1947,N,N,Orchestra
Peter Ilyich Tchaikovsky,1840,N,Russian,M,N,N,Symphony No.4,45,1878,N,N,Orchestra
