CompName,CompBirth,CompLiving,CompNation,CompGender,CompCald,CompFn,WorkTitle,WorkLength,WorkYear,WorkAp,WorkWp,WorkInst
Lyle Chan,1967,Y,Australian,M,Y,N,Gravity and Levity on the Sunbreathing Earth,8,2021,N,N,Orchestra
Camille Saint-Saens,1835,N,French,M,N,N,"Symphony No. 3 in C minor, Op.78",36,1886,N,N,Orchestra
