CompName,CompBirth,CompLiving,CompNation,CompGender,CompCald,CompFn,WorkTitle,WorkLength,WorkYear,WorkAp,WorkWp,WorkInst
Felix Mendelssohn,1809,N,German,M,N,N,"String Quartet no 1 in E-flat major, op 12",23,1829,N,N,String Quartet
Christine Pan,1995,Y,Australian,F,Y,N,Chronicles of the Ego,10,2020,Y,Y,String Quartet
Ludwig van Beethoven,1770,N,German,M,N,N,"String Quartet  no 11 in F minor, op 95 ‘Serioso’",21,1810,N,N,String Quartet
