CompName,CompBirth,CompLiving,CompNation,CompGender,CompCald,CompFn,WorkTitle,WorkLength,WorkYear,WorkAp,WorkWp,WorkInst
Ludwig van Beethoven,1770,N,German,M,N,N,"String Quartet no 6 in B flat major, op 18 no 6",24,1800,N,N,String Quartet
Margaret Sutherland,1897,N,Australian,F,N,N,String Quartet no 1,24,1938,N,N,String Quartet
Johannes Brahms,1833,N,German,M,N,N,String Quartet no 2 in A minor,35,1873,N,N,String Quartet
