CompName,CompBirth,CompLiving,CompNation,CompGender,CompCald,CompFn,WorkTitle,WorkLength,WorkYear,WorkAp,WorkWp,WorkInst
Johann Heinrich Schmelzer,1620,N,Austrian,M,N,N,Sonata pastorale ˆ 3,4,1663,N,N,Chamber ensemble
Dietrich Buxtehude,1637,N,German,M,N,N,Quaemadmodum,6,1690,N,N,Vocalist and chamber ensemble
Johann Sebastian Bach,1685,N,German,M,N,N,"O Wunder, das ein Herz",4,1725,N,N,Choir and chamber ensemble
George Frideric Handel,1685,N,German,M,N,N,"Adagio from Sinfonia in B-flat major, HWV 339",5,1707,N,N,Chamber ensemble
Heinrich Ignaz Franz Biber,1644,N,Austrian,M,N,N,Nisi Dominus,9,1693,N,N,Chamber ensemble
Johann Krieger,1651,N,German,M,N,N,Fantasia in C major,4,1956,N,N,Harpsichord
Johann Heinrich Schmelzer,1620,N,Austrian,M,N,N,Variations on La bella pastora,9,1660,N,N,Chamber ensemble
Nicolaus Bruhns,1665,N,Danish,M,N,N,De Profundis,7,1690,N,N,Choir and chamber ensemble
