SeriesID,SeriesName,SeriesDate,SeriesPerfs,SeriesVenue,SeriesEd,SeriesInt
SSO2020001,Emirates Metro: Sense and Sensuality,2020-03,1,Sydney Town Hall,N,Y
SSO2020002,Symphony Hour: Scheherazade,2020-03,3,Sydney Town Hall,N,N
SSO2020003,Symphony Hour: The Rite of Spring,2020-02,2,Sydney Town Hall,N,N
SSO2020004,Ben Folds: The Symphonic Tour,2020-03,3,Sydney Town Hall,N,N
SSO2020005,Blog posts,2020-03,1,Digital,N,N
SSO2020006,Chamber Sounds,2020-06,1,Digital,N,N
SSO2020007,Masters Series: Debussy and Ravel,2020-02,5,Sydney Town Hall,N,Y
SSO2020008,The 1950s Latin Lounge,2020-02,3,Sydney Town Hall,N,Y
